criteria_id,query,title,snippet,url,source_domain,is_remate,remate_stage,risk_level,include,confidence,reason,red_flags,created_at
criteria_0_938c98610b,"site:mercadolibre.com.mx ""portales"" ""remate bancario""","Departamento En Venta, Remate Bancario, Normandia, Portales ...","Departamento En Venta, Remate Bancario, Normandia, Portales Sur, Benito Juarez, Cdmx. · Características del producto · Descripción · Ubicación · Consejos de ...",https://departamento.mercadolibre.com.mx/MLM-5022239684-departamento-en-venta-remate-bancario-normandia-portales-sur-benito-juarez-cdmx-_JM,departamento.mercadolibre.com.mx,True,unknown,unknown,False,0.0,"Insufficient information about legal stage, possession, or escriturado status in the snippet or fetched text.",legal stage unclear|not enough evidence,2026-06-28 03:48:34.718412
criteria_0_938c98610b,"site:mercadolibre.com.mx ""portales"" ""remate bancario""","Departamento En Venta, Remate Bancario, Alcaldía Benito ...","Departamento En Venta, Remate Bancario, Alcaldía Benito Juárez, Col Portales, Con Un Costo Muy Por Debajo De Su Valor Comercial. Suiza, Portales Oriente, Ciudad ...",https://departamento.mercadolibre.com.mx/MLM-2544728781-departamento-en-venta-remate-bancario-alcaldia-benito-juarez-col-portales-con-un-costo-muy-por-debajo-de-su-valor-comercial-_JM,departamento.mercadolibre.com.mx,True,unknown,unknown,False,0.0,"Insufficient information about legal stage, possession, or escriturado status; no clear indication of low risk",legal stage unclear|no possession info|not enough evidence,2026-06-28 03:48:35.930309
criteria_0_938c98610b,"site:mercadolibre.com.mx ""portales"" ""remate bancario""",Remates Bancarios En Leon Guanajuato,"90 m² construidos. Portales De La Arboleda S/N, Canteritas De Echeveste, León, Guanajuato ... Casa Remate Bancario Atizapan De Zaragoza. Casa en remate. Casa ...",https://listado.mercadolibre.com.mx/remates-bancarios-en-leon-guanajuato,listado.mercadolibre.com.mx,True,unknown,unknown,False,0.0,"Insufficient information about legal stage, possession, or escriturado status; no clear evidence of low risk",legal stage unclear|not enough evidence,2026-06-28 03:48:37.089507
criteria_0_938c98610b,"site:mercadolibre.com.mx ""portales"" ""remate bancario""",Remates bancarios de Departamento En Del Valle ...,"Remates bancarios de Departamento en del valle en venta es remate bancario ; Remate - Departamento Residencial En Venta En Colonia Portales Norte, Benito Juárez, ...",https://inmuebles.mercadolibre.com.mx/departamentos/venta/distrito-federal/benito-juarez/departamento-en-del-valle-en-venta-es-remate-bancario_IS*PROPERTY*IN*AUCTION_242085,inmuebles.mercadolibre.com.mx,True,unknown,unknown,False,0.3,"Listing mentions remate bancario but lacks details on legal stage, possession, or escriturado status.",legal stage unclear|no possession information,2026-06-28 03:48:41.087506
criteria_0_938c98610b,"site:mercadolibre.com.mx ""portales"" ""remate bancario""","Departamento En Venta, Remate Bancario, Portales Norte, ...","Departamento En Venta, Remate Bancario, Portales Norte, Alcaldia, Benito Juarez, Ciudad De Mexico. Calz. de Tlalpan 1447, Portales Nte, Ciudad ...",https://departamento.mercadolibre.com.mx/MLM-5029471592-departamento-remate-bancario-portales-norte-alcaldia-benito-juarez-ciudad-de-mexico-_JM,departamento.mercadolibre.com.mx,True,unknown,unknown,False,0.0,"Insufficient information about legal stage, possession, or escriturado status in the listing snippet.",legal stage unclear|not enough evidence,2026-06-28 03:48:42.491754
criteria_0_938c98610b,"site:vivanuncios.com.mx ""portales"" ""remate bancario""","28 Casas en venta - Portales Norte, Benito Juárez","Portales Norte, Benito Juárez. MN 799,000. ¡la mejor manera de invertir E incrementar tu patrimonio es mediante el remate bancario hipotecario! Ten la ...",https://vivanuncios.com.mx/s-casas-en-remate-bancario/portales-norte/v1c1305l13395p1,vivanuncios.com.mx,False,unknown,unknown,False,0.9,"The listing mentions remate bancario but does not provide clear information about legal stage, possession, or escriturado status.",legal stage unclear|no clear possession|not enough evidence,2026-06-28 03:48:46.587798
criteria_0_938c98610b,"site:vivanuncios.com.mx ""portales"" ""remate bancario""",11 Propiedades e inmuebles en venta remate bancario,"Remate bancario Departamento en venta en Ciudad de los Deportes. Cuenta ... Portales, y del Museo de Servicios de Transportes Eléctricos. Excelentes ...",https://vivanuncios.com.mx/s-venta-inmuebles/benito-juarez/remate+bancario/v1c1097l10267q0p1,vivanuncios.com.mx,True,unknown,unknown,False,0.0,"Insufficient information about legal stage, possession, or escriturado status in the snippet or fetched page text.",legal stage unclear|not enough evidence,2026-06-28 03:48:48.122233
criteria_0_938c98610b,"site:vivanuncios.com.mx ""portales"" ""remate bancario""",25583 Propiedades e inmuebles en venta - México,"Remate bancario, gran oportunidad de inversión muy por debajo de su valor comercial. ... No se aceptan créditos* Casa ubicada en la colonia Portales Norte.",https://vivanuncios.com.mx/s-remate-inmuebles,vivanuncios.com.mx,True,unknown,unknown,False,0.0,Listing mentions remate bancario but does not provide clear legal stage or possession status; no mention of escriturado or adjudicado with possession.,legal stage unclear|no mention of escriturado or adjudicado|no possession status,2026-06-28 03:48:49.454762
criteria_0_938c98610b,"site:vivanuncios.com.mx ""portales"" ""remate bancario""","479 Casas en venta - Benito Juárez, Ciudad de México","Ubicación Estratégica: Eje Central Lázaro Cárdenas, en la colonia Portales Norte (Benito Juárez), es una ubicación estratégica y consolidada. ... Remate bancario ...",https://vivanuncios.com.mx/s-casas-en-remate-bancario/benito-juarez/v1c1305l10267p1,vivanuncios.com.mx,True,unknown,unknown,False,0.0,No detailed listing information provided to assess legal stage or possession status; only a general mention of 'remate bancario' in snippet.,legal stage unclear|not enough evidence,2026-06-28 03:48:50.788873
criteria_0_938c98610b,"site:vivanuncios.com.mx ""portales"" ""remate bancario""","Portales Sur, Benito Juárez - Departamentos","Tokio 722 Portales Sur, Benito Juárez. MN 1,879,000. * acceso A documentacion legal previo A cualquier pago. Oportunidad de Inversión en cdmx – remate bancario.",https://vivanuncios.com.mx/s-departamentos-en-remate-bancario/portales-sur/con+departamento/v1c1306l13397q0p1,vivanuncios.com.mx,True,unknown,unknown,False,0.45,LLM did not return valid JSON. Used heuristic fallback.,,2026-06-28 03:48:52.321797
criteria_0_938c98610b,"site:vivanuncios.com.mx ""portales"" ""remate bancario""",Departamentos en venta - 86m2 - 2 recamaras,Gran Oportunidad Remate Bancario Colonia Portales ... Inmueble con excelente iliminacion natural moderno excelente ubicacion vialidades importantes Calzada de ...,https://vivanuncios.com.mx/a-venta-departamento/portales-norte/gran-oportunidad-remate-bancario-colonia-portales/150317366,vivanuncios.com.mx,True,unknown,unknown,False,0.0,"Insufficient information about legal stage, possession, or escriturado status; only mentions 'remate bancario' without clarity.",legal stage unclear|not enough evidence,2026-06-28 03:48:53.651386
criteria_0_938c98610b,"site:vivanuncios.com.mx ""portales"" ""remate bancario""",22 Departamentos en venta no remates - Benito Juárez,"Remate bancario Departamento en venta en Ciudad de los Deportes. Cuenta con ... Portales, y del Museo de Servicios de Transportes Eléctricos.",https://vivanuncios.com.mx/s-departamentos-en-venta/benito-juarez/no+remates/v1c1294l10267q0p1,vivanuncios.com.mx,False,unknown,unknown,False,0.9,Listing title explicitly states 'no remates' and no further evidence of remate or adjudicated property with clear legal stage is found.,no remates|legal stage unclear,2026-06-28 03:48:55.125778
criteria_0_938c98610b,"""narvarte"" ""remate bancario"" casa CDMX","48 Departamentos en venta en Narvarte Oriente, Benito ...","Departamento de 3 habitaciones, Benito Juárez · Departamento Remate Bancario Narvarte Benito Juarez Cdmx. MN 1,437,333. 98 m² lote3 rec.2 baños2 estac. Calle ...",https://inmuebles24.com/departamentos-en-venta-en-narvarte-oriente-ciudad-de-benito-juarez-incluir-comercializa-remates-publisher.html,inmuebles24.com,True,remate bancario,unknown,False,0.3,"Listing mentions 'remate bancario' but does not provide clear information about legal stage, possession, or escriturado status.",legal stage unclear|no mention of escriturado or possession,2026-06-28 03:48:58.978391
criteria_0_938c98610b,"""narvarte"" ""remate bancario"" casa CDMX","Inmuebles en Venta en Remates Bancarios en Narvarte, ...",Casa de Remate Bancario ...,https://lamudi.com.mx/distrito-federal/benito-juarez/narvarte-1/foreclosures/for-sale,lamudi.com.mx,False,unknown,unknown,False,0.0,No detailed listing information or legal status provided to assess remate risk or legal clarity.,legal stage unclear|not enough evidence,2026-06-28 03:49:00.365963
criteria_0_938c98610b,"""narvarte"" ""remate bancario"" casa CDMX","18 Casas en venta - Narvarte Poniente, Benito Juárez","... Casa en Remate Bancario. MN 985,000. 294 m² lote4 rec.2 baños2 estac. C ... Casa de 4 habitaciones, Benito Juárez · Venta de Casa en Narvarte Poniente Cdmx.",https://vivanuncios.com.mx/s-casas-en-remate-bancario/narvarte-poniente/v1c1305l13389p1,vivanuncios.com.mx,True,unknown,unknown,False,0.3,"Listing mentions 'remate bancario' but does not provide clear information about legal stage, possession, or escriturado status.",legal stage unclear|no clear possession|not enough evidence,2026-06-28 03:49:01.743475
criteria_0_938c98610b,"""narvarte"" ""remate bancario"" casa CDMX",111 habitacionales en remate bancario en venta ...,"111 habitacionales en remate bancario en venta en Narvarte, Benito Juárez ; Grupo Inmobiliario Ascendum | Unidad Comercial XVIII · 769,632.5 MX$. destacado · 90m2 ...",https://icasas.mx/venta/habitacionales-distrito-federal-benito-juarez-narvarte-2_0_1_0_266_30865/f_remate-bancario,icasas.mx,True,unknown,unknown,False,0.0,"Insufficient information about legal stage, possession, or escriturado status; only general listing of remate bancario properties without clear legal clarity",legal stage unclear|not enough evidence,2026-06-28 03:49:03.483814
criteria_0_938c98610b,"""narvarte"" ""remate bancario"" casa CDMX","Vendo casa de Remate Bancario en Narvarte, Bonampak ...","Vendo casa de Remate Bancario en Narvarte, Bonampak, en 600,000, se requiere de recursos propios. 141 m2 4 remacaras 3 baños 2 lugares de estacionamiento.",https://facebook.com/groups/594597524261812/posts/2412388015816078,facebook.com,True,unknown,unknown,False,0.45,LLM did not return valid JSON. Used heuristic fallback.,,2026-06-28 03:49:04.771514
criteria_0_938c98610b,"""narvarte"" ""remate bancario"" casa CDMX",Remate Bancario - Casa en Venta en Narvarte,"Casas en Venta en Remates Bancarios en Narvarte, Benito Juárez. Mostrando 1-30 de 263 propiedades. Remate Bancario con Garantía de Entrega en CDMX.",https://lamudi.com.mx/distrito-federal/benito-juarez/narvarte-1/foreclosures/casa/for-sale,lamudi.com.mx,True,unknown,unknown,False,0.0,No specific listing details provided to assess legal stage or possession status; only a general listing page for remate bancario properties.,legal stage unclear|not enough evidence,2026-06-28 03:49:06.350674
criteria_0_938c98610b,"""narvarte"" ""remate bancario"" casa CDMX",Enrique Rébsamen 736 Narvarte - Remates Hipotecarios,"Oficina en venta en Narvarte Poniente de Remate Bancario. ... Valor comercial: $17,000,000.00 pesos. PRECIO DE REMATE BANCARIO: $13,500,000.00 PESOS.",https://remateshipotecarios.mx/propiedades/1835/enrique-rebsamen-736-narvarte,remateshipotecarios.mx,True,remate bancario,unknown,False,0.3,"Listing indicates a remate bancario but does not provide clear information about legal stage, possession, or escriturado status.",legal stage unclear|no mention of escriturado or possession,2026-06-28 03:49:07.886997
criteria_0_938c98610b,"""narvarte"" ""remate bancario"" casa CDMX",Remates Bancarios Narvarte,"C. Yácatas 176, Narvarte Poniente, Benito Juárez, 03020 Ciudad De México, Cdmx. Hermosa Casa En Remate Bancario. No Infonavit, No Fovissste. MXN ...",https://listado.mercadolibre.com.mx/remates-bancarios-narvarte,listado.mercadolibre.com.mx,True,unknown,unknown,False,0.0,"Insufficient information about legal stage, possession, or escriturado status; no clear evidence of adjudicated property or low risk",legal stage unclear|not enough evidence,2026-06-28 03:49:09.325304
criteria_0_938c98610b,"""narvarte"" ""remate bancario"" casa CDMX",Departamento en Remate Bancario/ Narvarte Poniente/ Benito ...,Departamento en Remate Bancario/ Narvarte Poniente/ Benito Juárez /cdmx. Oportunidad de Inversión. ACCESO A DOCUMENTACION LEGAL PREVIO A CUALQUIER PAGO,https://inmuebles24.com/propiedades/clasificado/veclapin-departamento-en-remate-bancario-narvarte-poniente-150137465.html,inmuebles24.com,True,unknown,unknown,False,0.0,"Insufficient information about legal stage, possession, or escriturado status; only mentions remate bancario and access to legal documentation.",legal stage unclear|not enough evidence,2026-06-28 03:49:10.540784
criteria_0_938c98610b,"""narvarte"" ""remate bancario"" casa CDMX",NARVARTE ORIENTE | Remate bancario en CDMX ...,"NARVARTE ORIENTE | Remate bancario en CDMX Departamento ubicado en Dr. José Ma. Vértiz 657, Benito Juárez. Valor remate: $1,465,000. Superficie: 85 m²",https://instagram.com/p/DZV_Y7TRLzD,instagram.com,True,unknown,unknown,False,0.0,"Insufficient information about legal stage, possession, or escriturado status; no clear indication of low risk",legal stage unclear|not enough evidence,2026-06-28 03:49:11.925588
criteria_0_938c98610b,"""narvarte"" ""casa en remate"" CDMX","6 Casas en Venta en Narvarte, Benito Juárez","8 recámaras; 5 baños; 340 m² construidos. Tajín 153, Narvarte Oriente, Ciudad De México, Narvarte ... Comprar una casa en remate implica entender ciertos procesos ...",https://inmuebles.mercadolibre.com.mx/casas/venta/distrito-federal/benito-juarez/narvarte,inmuebles.mercadolibre.com.mx,False,unknown,unknown,False,0.9,No clear evidence that the listings are remate or adjudicated properties with clear legal stage; the snippet only mentions 'remate' in a general sense without specifics.,legal stage unclear|not enough evidence,2026-06-28 03:49:22.528797
criteria_0_938c98610b,"""narvarte"" ""casa en remate"" CDMX",13 Casas publicado hace menos de 1 mes en Narvarte ...,"... Casa en Remate Bancario. MN 985,000. 294 m² lote4 rec.2 baños2 estac. C. Pitágoras ... Narvarte, Benito Juárez, cdmx, una de las zonas con mayor demanda ...",https://inmuebles24.com/casas-en-narvarte-poniente-ciudad-de-benito-juarez-publicado-hace-menos-de-1-mes.html,inmuebles24.com,True,unknown,unknown,False,0.3,"Listing mentions 'Casa en Remate Bancario' but does not provide clear information about legal stage, possession, or escriturado status.",legal stage unclear|no clear possession|not enough evidence,2026-06-28 03:49:23.964090
criteria_0_938c98610b,"""narvarte"" ""casa en remate"" CDMX",73 viviendas remates bancarios narvarte en venta en ...,Encuentra viviendas remates bancarios narvarte en venta en Ciudad de México al mejor precio. Tenemos 73 viviendas remates bancarios narvarte en venta en ...,https://casas.trovit.com.mx/remates-bancarios-ciudad-m%C3%A9xico-narvarte,casas.trovit.com.mx,False,unknown,unknown,False,0.0,No detailed listing information provided to assess legal stage or possession status; only a general search result snippet found.,legal stage unclear|not enough evidence,2026-06-28 03:49:25.192209
criteria_0_938c98610b,"""narvarte"" ""casa en remate"" CDMX","Narvarte Poniente, Benito Juárez - venta","Casa de 4 habitaciones, Benito Juárez · Casa en Remate Hipotecario Colonia Narvarte. MN 1,188,600. MN 300 Mantenimiento. 96 m² lote4 rec.3 baños2 estac. Calle ...",https://vivanuncios.com.mx/s-remate-inmuebles/narvarte-poniente_benito-juarez_ciudad-de-mexico,vivanuncios.com.mx,True,unknown,unknown,False,0.3,"Listing mentions 'Casa en Remate Hipotecario' but does not provide clear information about legal stage, possession, or escriturado status.",legal stage unclear|no mention of escriturado or possession,2026-06-28 03:49:26.521808
criteria_0_938c98610b,"""narvarte"" ""adjudicado"" ""casa"" CDMX","46 casas en venta en Narvarte, Benito Juárez","Casa en Uxmal 283, Narvarte Poniente, Ciudad De México, Cdmx, México. ¡¡ NO ... ADJUDICADO❗ UNICA OPORTUNIDAD... 370m2 4 4.",https://icasas.mx/venta/habitacionales-casas-distrito-federal-benito-juarez-narvarte-2_5_1_0_266_30865,icasas.mx,True,adjudicado,low,True,0.7,Listing states 'ADJUDICADO' and implies possession; no mention of litigation or occupation issues.,,2026-06-28 03:49:30.003703
criteria_0_938c98610b,"""narvarte"" ""adjudicado"" ""casa"" CDMX",2 Propiedades e inmuebles sin estacionamientos en venta ...,"Casa de 4 habitaciones, Benito Juárez · Hermosa Casa en Narvarte Poniente! MN 1,800,000. 334 m² lote4 rec.2 baños. San Juan Sánchez Azcona #206, Narvarte ...",https://inmuebles24.com/inmuebles-en-venta-en-narvarte-poniente-ciudad-de-benito-juarez-incluir-comercializa-remates-publisher-sin-estacionamientos.html,inmuebles24.com,False,unknown,unknown,False,0.9,No clear indication that the property is a remate or adjudicated; legal status and possession are not mentioned.,legal stage unclear|not enough evidence,2026-06-28 03:49:32.656682
criteria_0_938c98610b,"""narvarte"" ""adjudicado"" ""casa"" CDMX",Remates bancarios de Remates Bancarios Narvarte,"-casa En Remate Bancario- Narvarte Oriente, Benito Juárez, Ciudad De México. ... Cdmx ... adjudicadoSan jose insurgentesSan josé insurgentesYacatas narvarte.",https://inmuebles.mercadolibre.com.mx/distrito-federal/benito-juarez/remates-bancarios-narvarte_IS*PROPERTY*IN*AUCTION_242085,inmuebles.mercadolibre.com.mx,True,adjudicado,low,True,0.7,"Listing mentions 'adjudicado' and 'remate bancario' indicating a remate property with clear legal stage, but lacks explicit mention of escriturado or possession details.",,2026-06-28 03:49:38.709497
criteria_0_938c98610b,"""narvarte"" ""adjudicado"" ""casa"" CDMX","Casas en Venta en Narvarte, Benito Juárez - Página 10","Casas en Venta en Narvarte, Benito Juárez. Mostrando 271-300 de 334 propiedades. CASA EN REMATE EN LA QUEMADA NARVARTE CDMX. 14. CASA EN REMATE EN LA ...",https://lamudi.com.mx/distrito-federal/benito-juarez/narvarte-1/casa/for-sale?page=10,lamudi.com.mx,False,unknown,unknown,False,0.0,"No detailed listing text provided to confirm remate status, legal clarity, or possession status.",legal stage unclear|not enough evidence,2026-06-28 03:49:39.938411
criteria_0_938c98610b,"""narvarte"" ""adjudicado"" ""casa"" CDMX","venta Casa en Narvarte, Benito Juárez, CDMX (BJ05)","Casa en venta Uxmal 283, Narvarte Poniente, Ciudad De México, Cdmx, México. Casa en Venta en Uxmal 283 – Remate Adjudicado en Zona de Alta Plusvalía.",https://icasas.mx/propiedad/188d-8331-196d0e3-ad8c3c3aa9f5-7d55,icasas.mx,True,possible_low_risk,low,True,0.65,LLM did not return valid JSON. Used heuristic fallback.,,2026-06-28 03:49:41.444625
criteria_0_938c98610b,"""narvarte"" ""adjudicado"" ""casa"" CDMX",Departamento en Benito Juárez CDMX - Bienvenido a ORE,"NARVARTE, ALCALDIA BENITO JUAREZ, CIUDAD DE MEXICO. Descripción: Sala, comedor, cocina, 2 recamaras, 2 baños y 2 autos. Estatus: Adjudicado 4-6 meses de ...",https://oreinmobiliaria.com/property/departamento-en-benito-juarez-cdmx-narvarte-poniente,oreinmobiliaria.com,True,adjudicado,low,True,0.7,"The listing states the property is adjudicated with a clear legal stage, implying possession within 4-6 months, which suggests low risk.",,2026-06-28 03:49:42.690128
criteria_0_938c98610b,"""narvarte"" ""adjudicado"" ""casa"" CDMX","Departamento en venta | Narvarte Poniente, Benito Juárez ...","... CDMX, NARVARTE PONIENTE. -70 m2 con balcón con ... Photo by ANFRA CASA BIEN in Benito Juárez, Mexico City. ... ENTREGA INMEDIATA | ADJUDICADO CON POSESIÓN",https://instagram.com/reel/DVtwlgJiUw9,instagram.com,True,possible_low_risk,low,True,0.65,LLM did not return valid JSON. Used heuristic fallback.,,2026-06-28 03:49:45.286049
criteria_0_938c98610b,"""narvarte"" ""listo para escriturar"" casa CDMX",9 Propiedades e inmuebles en venta trato directo ...,"Narvarte Oriente, Benito Juárez. Departamento en venta en Calle Palenque Narvarte Oriente, planta baja, listo para escriturar. $3, 975, 000 (negociable) ...",https://inmuebles24.com/inmuebles-en-venta-en-narvarte-oriente-ciudad-de-benito-juarez-trato-directo.html,inmuebles24.com,False,unknown,unknown,False,0.9,Listing mentions 'listo para escriturar' but does not indicate it is a remate or adjudicated property; no clear evidence of remate status.,,2026-06-28 03:49:49.040182
criteria_0_938c98610b,"""narvarte"" ""listo para escriturar"" casa CDMX","Inversión en la colonia Narvarte, CDMX, departamento ...","Inversión en la colonia Narvarte, CDMX, departamento $3800000. Información. ... listo para escriturar se entra por la Av. Zapopan donde están la ...",https://facebook.com/groups/VivanunciosBienesRaices/posts/inversi%C3%B3n/2528121917650869,facebook.com,False,unknown,unknown,False,0.45,LLM did not return valid JSON. Used heuristic fallback.,,2026-06-28 03:49:50.433244
criteria_0_938c98610b,"""narvarte"" ""listo para escriturar"" casa CDMX","Departamento en venta en Narvarte CDMX por $5,100,000","Keywords: departamento en venta Narvarte CDMX, propiedades en CDMX ... listo para escriturar #inver360 #rematebancario #inversión #departamento # ...",https://tiktok.com/@inver360mx/video/7602423943672188180,tiktok.com,True,possible_low_risk,low,True,0.65,LLM did not return valid JSON. Used heuristic fallback.,,2026-06-28 03:49:52.021445
